  County , ORGANIZATION NAME , Address , City ,State, Zip , DISCIPLINE ,Budget Category,   ANNUAL AUDIENCE SERVED ,Regional Arts Council
Dakota,Mendota Mdewakanton Dakota Community,1310 Sibley Memorial Hwy,Mendota,MN,55150,Performing Arts,Under $25K,"3,100",RAC 11
Dakota,Minnesota Valley Men's Chorale,3280 147th St W,Rosemount,MN,55068,Performing Arts,Under $25K,300,RAC 11
Dakota,Mississippi Valley Orchestra,734 Amber Dr c/o Donna Hill,Shoreview,MN,55126,Performing Arts,Under $25K,"1,000",RAC 11
Dakota,"Neighbors, Inc.",222 Grand Ave W,South St. Paul,MN,55075,History,Under $25K,,RAC 11
Dakota,NewBridge Theatre Company,105 2nd St E,Hastings,MN,55033,Performing Arts,$25K-$100K,"2,000",RAC 11
Dakota,People Incorporated,2060 Centre Pointe Blvd Ste 3,Mendota Heights,MN,55120,Other,Under $25K,120,RAC 11
Dakota,Prairie Creek Community School,27695 Denmark Road,Northfield,MN,55057,VIsual Arts & Architecture,Under $25K,,RAC 10
Dakota,Prairie Island Indian Community (PIIC)/History Project,5636 Sturgeon Lake Road,Welch,MN,55068,History,Under $25K,,RAC 10
Dakota,Rosemount Area Arts Council,PO Box 409,Rosemount,MN,55068,Arts Multipurpose,$25K-$100K,"3,900",RAC 11
Dakota,Saint Stefan Romanian Orthodox Church/History Project,350 5th Avenue N.,South Saint Paul,MN,55075-0453,History,Under $25K,,RAC 11
Dakota,The Vecchione/Erdahl Duo,6857 133rd St W,Apple Valley,MN,55124,Performing Arts,$25K-$100K,385,RAC 11
Dakota,U of M/Department of Anthropology/History Project,"450 McNamara Alumni Center, 200 Oak Street Southeast",Minneapolis,MN,55455,History,$25K-$100K,,RAC 11
Dakota,Velvet Tones,15919 Harwell Ave,Apple Valley,MN,55124,Performing Arts,Under $25K,250,RAC 11
Dakota,Vintage Band Festival,608 Zanmiller Dr W,Northfield,MN,55057,Performing Arts,$25K-$100K,"32,000",RAC 10
Dakota,AMPERS/Assn. of MN Public Educational Radio Stations,,Eagan,MN,,Other,$250K-$1M,,RAC 11
"Dakota, Hennepin, Ramsey",Heritage Organization of Romanian Americans in Minnesota,409 Springhill Road,Vadnais Heights,MN,55127,History,$25K-$100K,,RAC 11
Dodge,Dodge County Historical Society,"615 N Main Street, PO Box 456",Mantorville,MN,55955,History,Under $25K,"1,300",RAC 10
Dodge,Mantorville Art Guild Gallery and Studio,PO Box 224,Mantorville,MN,55955,VIsual Arts & Architecture,$25K-$100K,"3,270",RAC 10
Dodge,Mantorville Economic Development Authority,21 5th St E PO Box 188,Mantorville,MN,55955,Other,Under $25K,750,RAC 10
Douglas,Alexandria Area Arts Association,618 Broadway Street,Alexandria,MN,56308-1810,Performing Arts,$100K-$250-K,"9,987",RAC 04
Douglas,Brush &Palette Club,2842 County Road 82 NW,Alexandria,MN,56308-8145,VIsual Arts & Architecture,Under $25K,22,RAC 04
Douglas,Central Lakes Symphony Orchestra,"1210 Broadway Street, Suite 240, MBN 105",Alexandria,MN,56308-2664,Performing Arts,Under $25K,823,RAC 04
Douglas,Evansville Arts Coalition,"111 Main Street, PO Box 68",Evansville,MN,56326-0068,Arts Multipurpose,Under $25K,"1,000",RAC 04
Douglas,LAKES CHAMBER MUSIC SOCIETY,"610 Fillmore Street, #6, PO Box 863",Alexandria,MN,56308-0863,Performing Arts,$25K-$100K,465,RAC 04
Douglas,Red Willow Arts Coalition,805 Jane Circle Drive SW,Alexandria,MN,56308-8800,Performing Arts,Under $25K,"9,000",RAC 04
Douglas,Theatre L'Homme Dieu,"1875 County Rd. 120 NE, PO Box 1086",Alexandria,MN,56308-6617,Performing Arts,$250K-$1M,"5,324",RAC 04
Douglas,"Vikingland Band Festival, Inc.","212 Agnes Blvd, PO Box 1151",Alexandria,MN,56308-1151,Performing Arts,Under $25K,"15,172",RAC 04
"Douglas, Grant, Pope, Stevens",Kensington Area Heritage Society,"P.O. Box 54, 10 Central Avenue South",Kensington,MN,56343,History,Under $25K,,RAC 04
Faribault,Blue Earth Town and Country Players,525 N Main St,Blue Earth,MN,56013,Performing Arts,Under $25K,"1,100",RAC 09
Faribault,Blue Earth Valley Concert Association,32444 180th St,Winnebago,MN,56098-4440,Performing Arts,$25K-$100K,800,RAC 10
Faribault,Winnebago Area Musical Players,23039 390th Ave,Winnebago,MN,56098,Performing Arts,Under $25K,530,RAC 09
Fillmore,Brave Community Theatre,424 N Broadway,Spring Valley,MN,55975,Performing Arts,Under $25K,550,RAC 10
Fillmore,"Chatfield Brass Band, Inc.",81 Library Ln PO Box 578,Chatfield,MN,55923-0578,Performing Arts,Under $25K,530,RAC 10
Fillmore,"Chatfield Center for the Arts, Inc.",405 Main St S PO Box 451,Chatfield,MN,55923,Arts Multipurpose,Under $25K,"2,300",RAC 10
Fillmore,Commonweal Theatre Company,"208 Parkway Avenue North, PO Box 15",Lanesboro,MN,55949-0015,Performing Arts,$250K-$1M,"23,932",RAC 10
Fillmore,Dreamery Rural Arts Initiative,17289 County Rd 8,Wykoff,MN,55990-2134,Arts Multipurpose,Under $25K,240,RAC 10
Fillmore,Lanesboro Arts Center,"103 Parkway Ave North, PO Box 152",Lanesboro,MN,55949-9999,Arts Multipurpose,$250K-$1M,"51,541",RAC 10
Fillmore,Lanesboro Community Theatre,206 Parkway Ave N PO Box 152,Lanesboro,MN,55949,Performing Arts,Under $25K,450,RAC 10
Fillmore,Lanesboro Historical Preservation Association,"P.O. Box 345, 105 Parkway Avenue S",Lanesboro,MN,55949,History,Under $25K,,RAC 10
Fillmore,Peterson Committee for the Arts,118 Fillmore St PO Box 67,Peterson,MN,55962,Arts Multipurpose,Under $25K,700,RAC 10
Fillmore,Rushford Area Society of the Arts,PO Box 332 102 N Mill St,Rushford,MN,55971,Performing Arts,Under $25K,"1,278",RAC 10
Fillmore,Southeast Minnesota Bluegrass Association,PO Box 93,Rushford,MN,55971-0093,Performing Arts,$25K-$100K,"1,910",RAC 10
Fillmore,Stringwood Summer Music Festival,28097 Goodview Dr,Lanesboro,MN,55949,Performing Arts,Under $25K,950,RAC 10
Fillmore,Wykoff Area Historical Society,217 Gold St N PO Box 82,Wykoff,MN,55990,History,Under $25K,950,RAC 10
Freeborn,Albert Lea Art Center,226 Clark St W PO Box 313,Albert Lea,MN,56007,VIsual Arts & Architecture,$25K-$100K,"1,325",RAC 10
Freeborn,Albert Lea Community Theatre,Box 115 147 N Broadway Ave,Albert Lea,MN,56007,Performing Arts,$25K-$100K,"4,735",RAC 10
Goodhue,Anderson Center for Interdisciplinary Studies,163 Tower View Drive,Red Wing,MN,55066-1108,Arts Multipurpose,$250K-$1M,"3,300",RAC 10
Goodhue,ArtReach (Red Wing),112 Bush St,Red Wing,MN,55066,VIsual Arts & Architecture,Under $25K,"2,350",RAC 10
Goodhue,Cannon Falls Area Historical Society,206 Mill St W PO Box 111,Cannon Falls,MN,55009,History,Under $25K,"100,050",RAC 10
Goodhue,City of Red Wing/History Project,315 W 4th Street,Red Wing,MN,55066,History,$25K-$100K,,RAC 10
Goodhue,Florence Township/History Project,33923 Highway 61,Frontenac Station,MN,55026,History,Under $25K,,RAC 10
Goodhue,"Friends of St. Rose, Inc.",10155 505th Street,Kenyon,MN,55946,History,Under $25K,,RAC 10
Goodhue,Friends of the Sheldon,PO Box 157 443 W 3rd St,Red Wing,MN,55066,Performing Arts,$100K-$250-K,"1,825",RAC 10
Goodhue,Goodhue County Historical Society,1166 Oak St,Red Wing,MN,55066,History,$250K-$1M,"5,255",RAC 10
Goodhue,Pine Area People for the Arts,417 2nd St SW PO Box 791,Pine Island,MN,55963,Performing Arts,Under $25K,360,RAC 10
Goodhue,Red Dragonfly Press,163 Tower View Dr,Red Wing,MN,55066,Literary Arts,$25K-$100K,360,RAC 10
Goodhue,Red Wing Arts Association,418 Levee Street,Red Wing,MN,55066-2333,Arts Multipurpose,$100K-$250-K,"36,240",RAC 10
Goodhue,Red Wing Public Library/History Project,225 East Avenue,Red Wing,MN,55066,History,Under $25K,,RAC 10
Goodhue,Sheldon Theatre Brass Band,365 Oak Hill Dr c/o Bob Brodie,Red Wing,MN,55066,Performing Arts,$25K-$100K,"3,100",RAC 10
Goodhue,T. B. Sheldon Memorial Auditorium,443 W 3rd St,Red Wing,MN,55066-2310,Arts Multipurpose,$1M-$5M,"22,058",RAC 10
Goodhue,Zumbrota Area Arts Council,96 4th St E PO Box 45,Zumbrota,MN,55992-0045,Arts Multipurpose,$25K-$100K,720,RAC 10
Goodhue,City of Red Wing - Arts Programs,,Red Wing,MN,,Other,$25K-$100K,0,RAC 10
Goodhue,Picaresque II,,Red Wing,MN,,Performing Arts,$25K-$100K,360,RAC 10
Goodhue,SoundStrings,,Red Wing,MN,,Performing Arts,Under $25K,"3,000",RAC 10
Grant,Grant County/History Project,10 Second Street Northeast,Elbow Lake,MN,56531,History,$100K-$250-K,,RAC 04
Grant,Prairie Wind Players of Grant County,"202 Hawkins Ave W, PO Box 246",Barrett,MN,56311-0246,Performing Arts,$25K-$100K,"1,300",RAC 04
Grant ,Grant County Historical Society,115 2nd St. NE,Elbow Lake,MN,56531,History,$25K-$100K,600,RAC 04
Hennepin,20% Theatre Company,5152 Aldrich Ave N,Minneapolis,MN,55430,Performing Arts,$25K-$100K,"2,500",RAC 11
Hennepin,4 Community Theatre,705 Old Crystal Bay Rd N,Long Lake,MN,55356,Performing Arts,Under $25K,475,RAC 11
Hennepin,9x22 Dance/lab,,Minneapolis,MN,,Performing Arts,Under $25K,700,RAC 11
Hennepin,AdopSource,PO Box 18435,Minneapolis,MN,55418,Other,Under $25K,600,RAC 11
Hennepin,After 5,8437 Savannah Chace,Eden Prairie,MN,55347-1529,Performing Arts,Under $25K,400,RAC 11
Hennepin,Al-Bahira Middle Eastern Dance Theater,,Minneapolis,MN,,Performing Arts,Under $25K,550,RAC 11
Hennepin,Alan Berks and Company,,Minneapolis,MN,,Performing Arts,Under $25K,650,RAC 11
Hennepin,Aldrich Arts Collaborative,c/o Aldrich Church 3501 Aldrich Ave S,Minneapolis,MN,55408,VIsual Arts & Architecture,Under $25K,40,RAC 11
Hennepin,Alive and Kickin,1015 4th Ave N Ste 205,Minneapolis,MN,55405,Performing Arts,$25K-$100K,"2,200",RAC 11
Hennepin,All My Relations Arts/Native American Community Development Institute,1414 East Franklin Avenue,Minneapolis,MN,55404-2134,VIsual Arts & Architecture,$100K-$250-K,"4,500",RAC 11
Hennepin,Alliance Francaise of the Twin Cities/History Project,113 N First Street,Minneapolis,MN,55401,History,Under $25K,,RAC 11
Hennepin,Altered Esthetics,1224 Quincy St NE,Minneapolis,MN,55413,VIsual Arts & Architecture,$25K-$100K,"2,800",RAC 11
Hennepin,Alternative Motion Project,5740 36th Ave S,Minneapolis,MN,55417,Performing Arts,Under $25K,420,RAC 11
Hennepin,Alzheimer's Poetry Project,4253 27th Ave S Ste 2,Minneapolis,MN,55406,Literary Arts,Under $25K,200,RAC 11
Hennepin,American Craft Council,"1224 Marshall Street NE, Suite 200",Minneapolis,MN,55413-1089,VIsual Arts & Architecture,$5M-$10M,"43,303",RAC 11
Hennepin,American Swedish Institute,2600 Park Avenue,Minneapolis,MN,55407-1007,Arts Multipurpose,$1M-$5M,"67,741",RAC 11
Hennepin,Ananya Dance Theatre,P. O. Box 2427,Minneapolis,MN,55402-0427,Performing Arts,$250K-$1M,"4,819",RAC 11
Hennepin,Angel Foundation,,Minneapolis,MN,,Other,Under $25K,"1,024",RAC 11
Hennepin,Angelica Cantanti Youth Choirs,1800 Old Shakopee Rd W c/o BCFA,Bloomington,MN,55431-3071,Performing Arts,$100K-$250-K,225,RAC 11
Hennepin,Apollo Male Chorus,2418 107th St W,Bloomington,MN,55431,Performing Arts,$25K-$100K,"4,700",RAC 11
Hennepin,Art Buddies,110 5th St N,Minneapolis,MN,55403,VIsual Arts & Architecture,$100K-$250-K,390,RAC 11
Hennepin,Art of This Gallery,,Minneapolis,MN,,VIsual Arts & Architecture,Under $25K,"2,100",RAC 11
Hennepin,Art Shanty Projects,PO Box 18684,Minneapolis,MN,55418,Arts Multipurpose,$25K-$100K,"8,000",RAC 11
Hennepin,ArtiCulture,2613 Franklin Ave E,Minneapolis,MN,55406,VIsual Arts & Architecture,$100K-$250-K,"2,800",RAC 11
Hennepin,Artistry/Bloomington Theatre and Art Center,1800 W Old Shakopee Rd,Bloomington,MN,55431-3071,VIsual Arts & Architecture,$1M-$5M,"43,146",RAC 11
Hennepin,Arts in Action,,Minneapolis,MN,,Arts Multipurpose,Under $25K,260,RAC 11
Hennepin,Arts Midwest,2908 Hennepin Ave Ste 200,Minneapolis,MN,55408,Arts Multipurpose,$5M-$10M,"50,103",RAC 11
Hennepin,Artspace,250 3rd Ave N Ste 400,Minneapolis,MN,55401,Arts Multipurpose,Over 10M,"45,000",RAC 11
Hennepin,Asian Media Access,2418 Plymouth Avenue North,Minneapolis,MN,55411-3606,Media & Communications,$250K-$1M,"56,290",RAC 11
Hennepin,Augsburg College/History Project,2211 Riverside Avenue,Minneapolis,MN,55454,History,$25K-$100K,,RAC 11
Hennepin,Autoptic Festival,,Minneapolis,MN,,VIsual Arts & Architecture,Under $25K,"2,500",RAC 11
Hennepin,Bakken Museum,,Minneapolis,MN,,History,$1M-$5M,"6,689",RAC 11
Hennepin,Bakken Trio,2450 Girard Ave. South,Minneapolis,MN,55405-2535,Performing Arts,$25K-$100K,780,RAC 11
Hennepin,"Ballet of the Dolls, Inc.",345 13th Avenue NE,Minneapolis,MN,55413-1264,Performing Arts,$250K-$1M,"8,502",RAC 11
Hennepin,Ballet Works Inc dba James Sewell Ballet,"528 Hennepin Avenue, #215",Minneapolis,MN,55403-1810,Performing Arts,$1M-$5M,"11,906",RAC 11
Hennepin,Barbara Schneider Foundation,,Minneapolis,MN,,Other,$100K-$250-K,300,RAC 11
Hennepin,Barebones Productions,PO Box 7246,Minneapolis,MN,55407,Performing Arts,$25K-$100K,"8,638",RAC 11
Hennepin,Bedlam Theatre,2637 27th Av S,Minneapolis,MN,55406-1565,Performing Arts,$250K-$1M,"30,860",RAC 11
Hennepin,Bell Museum of Natural History,10 Church Street SE,Minneapolis,MN,55455-0104,History,$1M-$5M,"136,933",RAC 11
Hennepin,Bells of the Lakes,PO Box 3907,Minneapolis,MN,55403-9998,Performing Arts,Under $25K,"1,285",RAC 11
Hennepin,Bengali Association of Minnesota,,Plymouth,MN,,Other,$25K-$100K,"1,700",RAC 11
Hennepin,Beyond Ballroom Dance Company,5315 Oliver Ave S,Minneapolis,MN,55419-1054,Performing Arts,$25K-$100K,650,RAC 11
Hennepin,Black Label Movement,528 Hennepin Aven Suite 401,Minneapolis,MN,55403-1494,Performing Arts,$100K-$250-K,"3,500",RAC 11
Hennepin,Black Storytellers Alliance,1112 Newton Ave N,Minneapolis,MN,55411-3705,Performing Arts,$25K-$100K,"3,300",RAC 11
Hennepin,Bloomington Chorale,1800 Old Shakopee Rd W,Bloomington,MN,55431-3027,Performing Arts,$25K-$100K,400,RAC 11
Hennepin,Bloomington Historical Society,1800 West Old Shakopee Road,Bloomington,MN,55431,History,Under $25K,,RAC 11
Hennepin,Blossoms of the Orient Dance Theater,5451 Dupont Ave N,Brooklyn Center,MN,55430,Performing Arts,Under $25K,"13,000",RAC 11
Hennepin,BodyCartography Project,3304 24th St E,Minneapolis,MN,55406,Performing Arts,$100K-$250-K,500,RAC 11
Hennepin,Box Wine Theatre,601 Ridgewood Ave Ste 2B,Minneapolis,MN,55403,Performing Arts,Under $25K,600,RAC 11
Hennepin,BRAVA!,PO Box 390726,Edina,MN,55439-0726,Performing Arts,Under $25K,763,RAC 11
Hennepin,Breanna’s Gift,2726C Humboldt Ave S,Minneapolis,MN,55408,Arts Multipurpose,$25K-$100K,"1,205",RAC 11
Hennepin,Brooklyn Community Band,,Brooklyn Park,MN,,Performing Arts,Under $25K,"1,900",RAC 11
Hennepin,Brooklyn Historical Society,,Brooklyn Park,MN,,History,Under $25K,0,RAC 11
Hennepin,Byzantine Choral Festival,515 University Ave NE,Minneapolis,MN,55413,Performing Arts,Under $25K,250,RAC 11
Hennepin,Camp Masala,4104 Park Ave S,Minneapolis,MN,55407,Arts Multipurpose,Under $25K,90,RAC 11
Hennepin,Candid Theater Co,,Minneapolis,MN,,Performing Arts,$25K-$100K,"1,150",RAC 11
Hennepin,Cantus,"1221 Nicollet Avenue, Suite 231",MINNEAPOLIS,MN,55403-2420,Performing Arts,$1M-$5M,"14,066",RAC 11
Hennepin,Capri Theater/Plymouth Christian Youth Center,2210 Oliver Ave. N.,Minneapolis,MN,55411-1821,Arts Multipurpose,$250K-$1M,"1,516",RAC 11
Hennepin,Carnival Brasileiro,4832 Nokomis Ave,Minneapolis,MN,55417,Arts Multipurpose,Under $25K,"1,200",RAC 11
Hennepin,Cedar Cultural Center,416 Cedar Avenue S,Minneapolis,MN,55454-1033,Performing Arts,$1M-$5M,"59,696",RAC 11
Hennepin,Cedar Lake Park Preservation and Development Association dba Cedar Lake Park Association,,Minneapolis,MN,,Other,Under $25K,0,RAC 11
Hennepin,Chain Reaction Theatre Project,9565 Bennett Pl PO Box 46272,Eden Prairie,MN,55347,Performing Arts,Under $25K,150,RAC 11
Hennepin,Chicago Avenue Fire Arts Center,3749 Chicago Ave,Minneapolis,MN,55407-2610,VIsual Arts & Architecture,$250K-$1M,796,RAC 11
Hennepin,Children's Theatre Company,2400 Third Avenue South,Minneapolis,MN,55409-3506,Performing Arts,Over 10M,"242,557",RAC 11
Hennepin,Christopher Watson Dance Company,5317 Xerxes Ave S,Minneapolis,MN,55410-2450,Performing Arts,Under $25K,500,RAC 11
Hennepin,Cities’ Classical Dance Ensemble,,Plymouth,MN,,Performing Arts,Under $25K,834,RAC 11
Hennepin,City of Brooklyn Park,,Brooklyn Park,MN,,Other,Under $25K,0,RAC 11
Hennepin,City of Eden Prairie/History Project,8080 Mitchell,Eden Prairie,MN,55344,History,Under $25K,,RAC 11
Hennepin,City of Excelsior/History Project,339 Third Street,Excelsior,MN,55331,History,Under $25K,,RAC 11
Hennepin,City of Minneapolis - Arts,,Minneapolis,MN,,Other,$250K-$1M,0,RAC 11
Hennepin,City of Minneapolis (Park and Recreation Board)/History Project,3800 Bryant Avenue S,Minneapolis,MN,55409,History,Under $25K,,RAC 11
Hennepin,City of Osseo/History Project,415 Central Avenue,Osseo,MN,55369,History,Under $25K,,RAC 11
Hennepin,Civic Orchestra of Minneapolis,PO Box 50604,Minneapolis,MN,55405-0604,Performing Arts,$25K-$100K,"1,500",RAC 11
Hennepin,Classical Actors Ensemble,2222 Girard Ave S Ste 5,Minneapolis,MN,55405,Performing Arts,Under $25K,600,RAC 11
Hennepin,Cleveland Neighborhood Association,PO Box 11635,Minneapolis,MN,55411,Arts Multipurpose,$25K-$100K,"3,000",RAC 11
Hennepin,Coffee House Press,"79 Thirteenth Ave NE, #110",Minneapolis,MN,55413-1073,Literary Arts,$1M-$5M,"74,200",RAC 11
Hennepin,Community Celebration of Place,3357 36th Ave S,Minneapolis,MN,55406,Arts Multipurpose,$100K-$250-K,"4,010",RAC 11
Hennepin,"Contemporary Dance Arts, Inc.","The Cowles Center, 528 Hennepin Ave #401",Minneapolis,MN,55403-1847,Performing Arts,$100K-$250-K,"2,800",RAC 11
Hennepin,Continental Ballet Company,1800 West Old Shakopee Road,Minneapolis,MN,55431-3071,Performing Arts,$100K-$250-K,"14,953",RAC 11
Hennepin,Copper Street Brass,511 Groveland Avenue,Minneapolis,MN,55403-3223,Performing Arts,$100K-$250-K,"7,575",RAC 11
Hennepin,courageous heARTS,4164 Cedar Ave S,Minneapolis,MN,55407,Arts Multipurpose,$25K-$100K,0,RAC 11
Hennepin,Cowles Center for Dance & the Performing Arts,"528 Hennepin Ave, Suite 200",Minneapolis,MN,55403-1843,Performing Arts,$1M-$5M,"30,160",RAC 11
Hennepin,Creatives for Causes / Art Buddies,110 North Fifth Street,Minneapolis,MN,55403-1629,Arts Multipurpose,$100K-$250-K,320,RAC 11
Hennepin,CrossRoads Panorama,PO Box 26054,St Louis Park,MN,55426,Media & Communications,Under $25K,615,RAC 11
Hennepin,Crow With No Mouth Productions,4210 25th Ave S,Minneapolis,MN,55406,Performing Arts,Under $25K,150,RAC 11
Hennepin,Dance MN,2719 Humbolt Ave S Ste C,Minneapolis,MN,55408,Performing Arts,Under $25K,1,RAC 11
Hennepin,Dance Revels Moving History,,Minneapolis,MN,,Performing Arts,Under $25K,400,RAC 11
Hennepin,Dans Askina Turkish Dance Ensemble,,Brooklyn Center,MN,,Performing Arts,Under $25K,500,RAC 11
Hennepin,Discovery Arts Council,5050 Independence St,Maple Plain,MN,55359,Arts Multipurpose,Under $25K,250,RAC 11
Hennepin,Diverse Emerging Music Organization,P.O. Box 50252,Minneapolis,MN,55405-0252,Performing Arts,$25K-$100K,"18,000",RAC 11
Hennepin,Duniya Drum & Dance,,Minneapolis,MN,,Performing Arts,$25K-$100K,"2,000",RAC 11
Hennepin,Eclectic Edge Ensemble,2035 Florida Ave S,St Louis Park,MN,55426,Performing Arts,$25K-$100K,"3,135",RAC 11
Hennepin,Edina Singing Seniors,7420 Edinborough Way Ste 6309,Edina,MN,55435,Performing Arts,Under $25K,"1,750",RAC 11
Hennepin,EDIT,2608 Blaisdell Avenue South,Minneapolis,MN,55408-5107,Arts Multipurpose,$25K-$100K,765,RAC 11
Hennepin,Edvard Grieg Society,913 Franklin Ave E,Minneapolis,MN,55404,Performing Arts,$100K-$250-K,150,RAC 11
Hennepin,Emerge Community Development,,Minneapolis,MN,,Other,$100K-$250-K,0,RAC 11
Hennepin,Ethnic Dance Theatre,3507 Clinton Avenue South,Minneapolis,MN,55408-4577,Performing Arts,$25K-$100K,"11,982",RAC 11
Hennepin,Excelsior-Lake Minnetonka Historical Society,261 School Avenue,Excelsior,MN,55331,History,Under $25K,200,RAC 11
Hennepin,Festival of Ethnic Sacred Choral Music Org Comm,515 University Ave NE,Minneapolis,MN,55413,Performing Arts,Under $25K,50,RAC 11
Hennepin,Firefighter's Hall and Museum,,Minneapolis,MN,,history,Under $25K,0,RAC 11
Hennepin,Flying Foot Forum,3105 Garfield Avenue South,Minneapolis,MN,55408-2930,Performing Arts,$100K-$250-K,"11,986",RAC 11
Hennepin,Foci Minnesota Center for Glass Arts,2010 East Hennepin Ave Bldg. 10,Minneapolis,MN,55413-2760,VIsual Arts & Architecture,$250K-$1M,"24,967",RAC 11
Hennepin,Fools Productions/Theatre of Fools,4244 Garfield Ave S,Minneapolis,MN,55409,Performing Arts,Under $25K,"1,000",RAC 11
Hennepin,Fortune's Fool Theatre,2113 22nd Ave S,Minneapolis,MN,55404,Performing Arts,Under $25K,500,RAC 11
Hennepin,Foundation for the Exhibition of Photography,5028 Washburn Avenue South,Minneapolis,MN,55410-2224,VIsual Arts & Architecture,$250K-$1M,"700,000",RAC 11
Hennepin,Frank Theatre,3156 23rd Ave S,Minneapolis,MN,55407-1907,Performing Arts,$100K-$250-K,"4,659",RAC 11
